,symboling,normalized-losses,make,fuel-type,aspiration,num-of-doors,body-style,drive-wheels,engine-location,wheel-base,length,width,height,curb-weight,engine-type,num-of-cylinders,engine-size,fuel-system,bore,stroke,compression-ratio,horsepower,peak-rpm,price,city-L/100km,highway-L/100km,horsepower-bin,fuel-type-Diesel,diesel ,fuel-type-Gas,gas 
0,3.0,122,alfa-romero,gas,std,two,convertible,rwd,front,88.6,0.8111484863046613,0.8865836791147994,0.8160535117056856,2548,dohc,four,130,mpfi,3.47,2.68,9.0,111.0,0.7575757575757576,13495,11.200714285714286,8.711666666666666,low,0,0,1,0
1,3.0,122,alfa-romero,gas,std,two,convertible,rwd,front,88.6,0.8111484863046613,0.8865836791147994,0.8160535117056856,2548,dohc,four,130,mpfi,3.47,2.68,9.0,111.0,0.7575757575757576,16500,11.200714285714286,8.711666666666666,low,0,0,1,0
2,1.0,122,alfa-romero,gas,std,two,hatchback,rwd,front,94.5,0.8226814031715521,0.9059474412171508,0.8762541806020067,2823,ohcv,six,152,mpfi,2.68,3.47,9.0,154.0,0.7575757575757576,16500,12.379736842105263,9.04673076923077,Medium,0,0,1,0
3,2.0,164,audi,gas,std,four,sedan,fwd,front,99.8,0.8486304661220567,0.9156293222683265,0.9080267558528428,2337,ohc,four,109,mpfi,3.19,3.4,10.0,102.0,0.8333333333333334,13950,9.800625,7.8405000000000005,low,0,0,1,0
4,2.0,164,audi,gas,std,four,sedan,4wd,front,99.4,0.8486304661220567,0.9183955739972338,0.9080267558528428,2824,ohc,five,136,mpfi,3.19,3.4,8.0,115.0,0.8333333333333334,17450,13.0675,10.691590909090909,low,0,0,1,0
5,2.0,122,audi,gas,std,two,sedan,fwd,front,99.8,0.8519942335415667,0.91701244813278,0.8879598662207359,2507,ohc,five,136,mpfi,3.19,3.4,8.5,110.0,0.8333333333333334,15250,12.379736842105263,9.4086,low,0,0,1,0
6,1.0,158,audi,gas,std,four,sedan,fwd,front,105.8,0.9259971167707832,0.9875518672199172,0.931438127090301,2844,ohc,five,136,mpfi,3.19,3.4,8.5,110.0,0.8333333333333334,17710,12.379736842105263,9.4086,low,0,0,1,0
7,1.0,122,audi,gas,std,four,wagon,fwd,front,105.8,0.9259971167707832,0.9875518672199172,0.931438127090301,2954,ohc,five,136,mpfi,3.19,3.4,8.5,110.0,0.8333333333333334,18920,12.379736842105263,9.4086,low,0,0,1,0
8,1.0,158,audi,gas,turbo,four,sedan,fwd,front,105.8,0.9259971167707832,0.9875518672199172,0.9347826086956522,3086,ohc,five,131,mpfi,3.13,3.4,8.3,140.0,0.8333333333333334,23875,13.836176470588235,11.76075,Medium,0,0,1,0
9,2.0,192,bmw,gas,std,two,sedan,rwd,front,101.2,0.849591542527631,0.8962655601659751,0.9080267558528428,2395,ohc,four,108,mpfi,3.5,2.8,8.8,101.0,0.8787878787878788,16430,10.226739130434783,8.110862068965517,low,0,0,1,0
10,0.0,192,bmw,gas,std,four,sedan,rwd,front,101.2,0.849591542527631,0.8962655601659751,0.9080267558528428,2395,ohc,four,108,mpfi,3.5,2.8,8.8,101.0,0.8787878787878788,16925,10.226739130434783,8.110862068965517,low,0,0,1,0
11,0.0,188,bmw,gas,std,two,sedan,rwd,front,101.2,0.849591542527631,0.8962655601659751,0.9080267558528428,2710,ohc,six,164,mpfi,3.31,3.19,9.0,121.0,0.6439393939393939,20970,11.200714285714286,8.400535714285715,Medium,0,0,1,0
12,0.0,188,bmw,gas,std,four,sedan,rwd,front,101.2,0.849591542527631,0.8962655601659751,0.9080267558528428,2765,ohc,six,164,mpfi,3.31,3.19,9.0,121.0,0.6439393939393939,21105,11.200714285714286,8.400535714285715,Medium,0,0,1,0
13,1.0,122,bmw,gas,std,four,sedan,rwd,front,103.5,0.9082172032676598,0.9253112033195022,0.931438127090301,3055,ohc,six,164,mpfi,3.31,3.19,9.0,121.0,0.6439393939393939,24565,11.76075,9.4086,Medium,0,0,1,0
14,0.0,122,bmw,gas,std,four,sedan,rwd,front,103.5,0.9082172032676598,0.9253112033195022,0.931438127090301,3230,ohc,six,209,mpfi,3.62,3.39,8.0,182.0,0.8181818181818182,30760,14.7009375,10.691590909090909,Medium,0,0,1,0
15,0.0,122,bmw,gas,std,two,sedan,rwd,front,103.5,0.9312830370014417,0.9391424619640388,0.8979933110367894,3380,ohc,six,209,mpfi,3.62,3.39,8.0,182.0,0.8181818181818182,41315,14.7009375,10.691590909090909,Medium,0,0,1,0
16,0.0,122,bmw,gas,std,four,sedan,rwd,front,110.0,0.9466602594906295,0.9806362378976488,0.9414715719063546,3505,ohc,six,209,mpfi,3.62,3.39,8.0,182.0,0.8181818181818182,36880,15.681000000000001,11.76075,Medium,0,0,1,0
17,2.0,121,chevrolet,gas,std,two,hatchback,fwd,front,88.4,0.6780394041326285,0.8340248962655602,0.8896321070234114,1488,l,three,61,2bbl,2.91,3.03,9.5,48.0,0.7727272727272727,5151,5.0045744680851065,4.438018867924528,low,0,0,1,0
18,1.0,98,chevrolet,gas,std,two,hatchback,fwd,front,94.5,0.7491590581451226,0.8796680497925312,0.8695652173913044,1874,ohc,four,90,2bbl,3.03,3.11,9.6,70.0,0.8181818181818182,6295,6.189868421052632,5.470116279069767,low,0,0,1,0
19,0.0,81,chevrolet,gas,std,four,sedan,fwd,front,94.5,0.7630946660259491,0.8796680497925312,0.8695652173913044,1909,ohc,four,90,2bbl,3.03,3.11,9.6,70.0,0.8181818181818182,6575,6.189868421052632,5.470116279069767,low,0,0,1,0
20,1.0,118,dodge,gas,std,two,hatchback,fwd,front,93.7,0.7558865929841423,0.8824343015214384,0.8494983277591973,1876,ohc,four,90,2bbl,2.97,3.23,9.41,68.0,0.8333333333333334,5572,6.357162162162163,5.736951219512195,low,0,0,1,0
21,1.0,118,dodge,gas,std,two,hatchback,fwd,front,93.7,0.7558865929841423,0.8824343015214384,0.8494983277591973,1876,ohc,four,90,2bbl,2.97,3.23,9.4,68.0,0.8333333333333334,6377,7.587580645161291,6.189868421052632,low,0,0,1,0
22,1.0,118,dodge,gas,turbo,two,hatchback,fwd,front,93.7,0.7558865929841423,0.8824343015214384,0.8494983277591973,2128,ohc,four,98,mpfi,3.03,3.39,7.6,102.0,0.8333333333333334,7957,9.800625,7.8405000000000005,low,0,0,1,0
23,1.0,148,dodge,gas,std,four,hatchback,fwd,front,93.7,0.7558865929841423,0.8824343015214384,0.8461538461538463,1967,ohc,four,90,2bbl,2.97,3.23,9.4,68.0,0.8333333333333334,6229,7.587580645161291,6.189868421052632,low,0,0,1,0
24,1.0,148,dodge,gas,std,four,sedan,fwd,front,93.7,0.7558865929841423,0.8824343015214384,0.8461538461538463,1989,ohc,four,90,2bbl,2.97,3.23,9.4,68.0,0.8333333333333334,6692,7.587580645161291,6.189868421052632,low,0,0,1,0
25,1.0,148,dodge,gas,std,four,sedan,fwd,front,93.7,0.7558865929841423,0.8824343015214384,0.8461538461538463,1989,ohc,four,90,2bbl,2.97,3.23,9.4,68.0,0.8333333333333334,7609,7.587580645161291,6.189868421052632,low,0,0,1,0
26,1.0,148,dodge,gas,turbo,four,sedan,fwd,front,93.7,0.7558865929841423,0.8824343015214384,0.8461538461538463,2191,ohc,four,98,mpfi,3.03,3.39,7.6,102.0,0.8333333333333334,8558,9.800625,7.8405000000000005,low,0,0,1,0
27,-1.0,110,dodge,gas,std,four,wagon,fwd,front,103.3,0.8390197020663143,0.8934993084370677,1.0,2535,ohc,four,122,2bbl,3.34,3.46,8.5,88.0,0.7575757575757576,8921,9.800625,7.8405000000000005,low,0,0,1,0
28,3.0,145,dodge,gas,turbo,two,hatchback,fwd,front,95.9,0.8322921672272945,0.91701244813278,0.8394648829431439,2811,ohc,four,156,mfi,3.6,3.9,7.0,145.0,0.7575757575757576,12964,12.379736842105263,9.800625,Medium,0,0,1,0
29,2.0,137,honda,gas,std,two,hatchback,fwd,front,86.6,0.6948582412301778,0.8838174273858921,0.8494983277591973,1713,ohc,four,92,1bbl,2.91,3.41,9.6,58.0,0.7272727272727273,6479,4.80030612244898,4.355833333333333,low,0,0,1,0
30,2.0,137,honda,gas,std,two,hatchback,fwd,front,86.6,0.6948582412301778,0.8838174273858921,0.8494983277591973,1819,ohc,four,92,1bbl,2.91,3.41,9.2,76.0,0.9090909090909091,6855,7.587580645161291,6.189868421052632,low,0,0,1,0
31,1.0,101,honda,gas,std,two,hatchback,fwd,front,93.7,0.7208073041806824,0.8852005532503459,0.8795986622073579,1837,ohc,four,79,1bbl,2.91,3.07,10.1,60.0,0.8333333333333334,5399,6.189868421052632,5.600357142857143,low,0,0,1,0
32,1.0,101,honda,gas,std,two,hatchback,fwd,front,93.7,0.7208073041806824,0.8852005532503459,0.8795986622073579,1940,ohc,four,92,1bbl,2.91,3.41,9.2,76.0,0.9090909090909091,6529,7.8405000000000005,6.9180882352941175,low,0,0,1,0
33,1.0,101,honda,gas,std,two,hatchback,fwd,front,93.7,0.7208073041806824,0.8852005532503459,0.8795986622073579,1956,ohc,four,92,1bbl,2.91,3.41,9.2,76.0,0.9090909090909091,7129,7.8405000000000005,6.9180882352941175,low,0,0,1,0
34,0.0,110,honda,gas,std,four,sedan,fwd,front,96.5,0.7851994233541567,0.8852005532503459,0.911371237458194,2010,ohc,four,92,1bbl,2.91,3.41,9.2,76.0,0.9090909090909091,7295,7.8405000000000005,6.9180882352941175,low,0,0,1,0
35,0.0,78,honda,gas,std,four,wagon,fwd,front,96.5,0.754925516578568,0.8838174273858921,0.9749163879598662,2024,ohc,four,92,1bbl,2.92,3.41,9.2,76.0,0.9090909090909091,7295,7.8405000000000005,6.9180882352941175,low,0,0,1,0
36,0.0,106,honda,gas,std,two,hatchback,fwd,front,96.5,0.8049014896684287,0.9017980636237899,0.8913043478260869,2236,ohc,four,110,1bbl,3.15,3.58,9.0,86.0,0.8787878787878788,7895,8.711666666666666,7.127727272727273,low,0,0,1,0
37,0.0,106,honda,gas,std,two,hatchback,fwd,front,96.5,0.8049014896684287,0.9017980636237899,0.8913043478260869,2289,ohc,four,110,1bbl,3.15,3.58,9.0,86.0,0.8787878787878788,9095,8.711666666666666,7.127727272727273,low,0,0,1,0
38,0.0,85,honda,gas,std,four,sedan,fwd,front,96.5,0.8428640076886112,0.9017980636237899,0.9046822742474917,2304,ohc,four,110,1bbl,3.15,3.58,9.0,86.0,0.8787878787878788,8845,8.711666666666666,7.127727272727273,low,0,0,1,0
39,0.0,85,honda,gas,std,four,sedan,fwd,front,96.5,0.8428640076886112,0.8644536652835408,0.9046822742474917,2372,ohc,four,110,1bbl,3.15,3.58,9.0,86.0,0.8787878787878788,10295,8.711666666666666,7.127727272727273,low,0,0,1,0
40,0.0,85,honda,gas,std,four,sedan,fwd,front,96.5,0.8428640076886112,0.9017980636237899,0.9046822742474917,2465,ohc,four,110,mpfi,3.15,3.58,9.0,101.0,0.8787878787878788,12945,9.800625,8.400535714285715,low,0,0,1,0
41,1.0,107,honda,gas,std,two,sedan,fwd,front,96.5,0.8125901009130225,0.9128630705394192,0.8528428093645485,2293,ohc,four,110,2bbl,3.15,3.58,9.1,100.0,0.8333333333333334,10345,9.4086,7.587580645161291,low,0,0,1,0
42,0.0,122,isuzu,gas,std,four,sedan,rwd,front,94.3,0.8202787121576165,0.8547717842323651,0.8946488294314382,2337,ohc,four,111,2bbl,3.31,3.23,8.5,78.0,0.7272727272727273,6785,9.800625,8.110862068965517,low,0,0,1,0
43,2.0,122,isuzu,gas,std,two,hatchback,rwd,front,96.0,0.8294089380105718,0.9017980636237899,0.8595317725752508,2734,ohc,four,119,spfi,3.43,3.23,9.2,90.0,0.7575757575757576,11048,9.800625,8.110862068965517,low,0,0,1,0
44,0.0,145,jaguar,gas,std,four,sedan,rwd,front,113.0,0.9591542527630946,0.962655601659751,0.882943143812709,4066,dohc,six,258,mpfi,3.63,4.17,8.1,176.0,0.7196969696969697,32250,15.681000000000001,12.379736842105263,Medium,0,0,1,0
45,0.0,122,jaguar,gas,std,four,sedan,rwd,front,113.0,0.9591542527630946,0.962655601659751,0.882943143812709,4066,dohc,six,258,mpfi,3.63,4.17,8.1,176.0,0.7196969696969697,35550,15.681000000000001,12.379736842105263,Medium,0,0,1,0
46,0.0,122,jaguar,gas,std,two,sedan,rwd,front,102.0,0.921191734742912,0.9764868603042877,0.7993311036789298,3950,ohcv,twelve,326,mpfi,3.54,2.76,11.5,262.0,0.7575757575757576,36000,18.09346153846154,13.836176470588235,High,0,0,1,0
47,1.0,104,mazda,gas,std,two,hatchback,fwd,front,93.1,0.7645362806343105,0.8879668049792532,0.9046822742474917,1890,ohc,four,91,2bbl,3.03,3.15,9.0,68.0,0.7575757575757576,5195,7.8405000000000005,7.587580645161291,low,0,0,1,0
48,1.0,104,mazda,gas,std,two,hatchback,fwd,front,93.1,0.7645362806343105,0.8879668049792532,0.9046822742474917,1900,ohc,four,91,2bbl,3.03,3.15,9.0,68.0,0.7575757575757576,6095,7.587580645161291,6.189868421052632,low,0,0,1,0
49,1.0,104,mazda,gas,std,two,hatchback,fwd,front,93.1,0.7645362806343105,0.8879668049792532,0.9046822742474917,1905,ohc,four,91,2bbl,3.03,3.15,9.0,68.0,0.7575757575757576,6795,7.587580645161291,6.189868421052632,low,0,0,1,0
50,1.0,113,mazda,gas,std,four,sedan,fwd,front,93.1,0.8015377222489188,0.8879668049792532,0.9046822742474917,1945,ohc,four,91,2bbl,3.03,3.15,9.0,68.0,0.7575757575757576,6695,7.587580645161291,6.189868421052632,low,0,0,1,0
51,1.0,113,mazda,gas,std,four,sedan,fwd,front,93.1,0.8015377222489188,0.8879668049792532,0.9046822742474917,1950,ohc,four,91,2bbl,3.08,3.15,9.0,68.0,0.7575757575757576,7395,7.587580645161291,6.189868421052632,low,0,0,1,0
52,3.0,150,mazda,gas,std,two,hatchback,rwd,front,95.3,0.8121095627102355,0.9087136929460582,0.8294314381270904,2380,rotor,two,70,4bbl,3.329166666666666,3.2581944444444444,9.4,101.0,0.9090909090909091,10945,13.836176470588235,10.226739130434783,low,0,0,1,0
53,3.0,150,mazda,gas,std,two,hatchback,rwd,front,95.3,0.8121095627102355,0.9087136929460582,0.8294314381270904,2380,rotor,two,70,4bbl,3.329166666666666,3.2581944444444444,9.4,101.0,0.9090909090909091,11845,13.836176470588235,10.226739130434783,low,0,0,1,0
54,3.0,150,mazda,gas,std,two,hatchback,rwd,front,95.3,0.8121095627102355,0.9087136929460582,0.8294314381270904,2385,rotor,two,70,4bbl,3.329166666666666,3.2581944444444444,9.4,101.0,0.9090909090909091,13645,13.836176470588235,10.226739130434783,low,0,0,1,0
55,3.0,150,mazda,gas,std,two,hatchback,rwd,front,95.3,0.8121095627102355,0.9087136929460582,0.8294314381270904,2500,rotor,two,80,mpfi,3.329166666666666,3.2581944444444444,9.4,135.0,0.9090909090909091,15645,14.7009375,10.226739130434783,Medium,0,0,1,0
56,1.0,129,mazda,gas,std,two,hatchback,fwd,front,98.8,0.8543969245555022,0.9197786998616875,0.8979933110367894,2385,ohc,four,122,2bbl,3.39,3.39,8.6,84.0,0.7272727272727273,8845,9.04673076923077,7.35046875,low,0,0,1,0
57,0.0,115,mazda,gas,std,four,sedan,fwd,front,98.8,0.8543969245555022,0.9197786998616875,0.9280936454849499,2410,ohc,four,122,2bbl,3.39,3.39,8.6,84.0,0.7272727272727273,8495,9.04673076923077,7.35046875,low,0,0,1,0
58,1.0,129,mazda,gas,std,two,hatchback,fwd,front,98.8,0.8543969245555022,0.9197786998616875,0.8979933110367894,2385,ohc,four,122,2bbl,3.39,3.39,8.6,84.0,0.7272727272727273,10595,9.04673076923077,7.35046875,low,0,0,1,0
59,0.0,115,mazda,gas,std,four,sedan,fwd,front,98.8,0.8543969245555022,0.9197786998616875,0.9280936454849499,2410,ohc,four,122,2bbl,3.39,3.39,8.6,84.0,0.7272727272727273,10245,9.04673076923077,7.35046875,low,0,0,1,0
60,0.0,122,mazda,diesel,std,four,sedan,fwd,front,98.8,0.8543969245555022,0.9197786998616875,0.9280936454849499,2443,ohc,four,122,idi,3.39,3.39,22.7,64.0,0.7045454545454546,10795,6.53375,5.600357142857143,low,1,0,0,0
61,0.0,115,mazda,gas,std,four,hatchback,fwd,front,98.8,0.8543969245555022,0.9197786998616875,0.9280936454849499,2425,ohc,four,122,2bbl,3.39,3.39,8.6,84.0,0.7272727272727273,11245,9.04673076923077,7.35046875,low,0,0,1,0
62,0.0,118,mazda,gas,std,four,sedan,rwd,front,104.9,0.8409418548774628,0.9142461964038727,0.9096989966555185,2670,ohc,four,140,mpfi,3.76,3.16,8.0,120.0,0.7575757575757576,18280,12.379736842105263,8.711666666666666,Medium,0,0,1,0
63,0.0,122,mazda,diesel,std,four,sedan,rwd,front,104.9,0.8409418548774628,0.9142461964038727,0.9096989966555185,2700,ohc,four,134,idi,3.43,3.64,22.0,72.0,0.6363636363636364,18344,7.587580645161291,6.031153846153846,low,1,0,0,0
64,-1.0,93,mercedes-benz,diesel,turbo,four,sedan,rwd,front,110.0,0.9173474291206152,0.9723374827109267,0.9448160535117057,3515,ohc,five,183,idi,3.58,3.64,21.5,123.0,0.6590909090909091,25552,10.691590909090909,9.4086,Medium,1,0,0,0
65,-1.0,93,mercedes-benz,diesel,turbo,four,wagon,rwd,front,110.0,0.9173474291206152,0.9723374827109267,0.9816053511705687,3750,ohc,five,183,idi,3.58,3.64,21.5,123.0,0.6590909090909091,28248,10.691590909090909,9.4086,Medium,1,0,0,0
66,0.0,93,mercedes-benz,diesel,turbo,two,hardtop,rwd,front,106.7,0.9010091302258529,0.9723374827109267,0.9180602006688964,3495,ohc,five,183,idi,3.58,3.64,21.5,123.0,0.6590909090909091,28176,10.691590909090909,9.4086,Medium,1,0,0,0
67,-1.0,93,mercedes-benz,diesel,turbo,four,sedan,rwd,front,115.6,0.9735703988467083,0.991701244813278,0.9414715719063546,3770,ohc,five,183,idi,3.58,3.64,21.5,123.0,0.6590909090909091,31600,10.691590909090909,9.4086,Medium,1,0,0,0
68,-1.0,122,mercedes-benz,gas,std,four,sedan,rwd,front,115.6,0.9735703988467083,0.991701244813278,0.9448160535117057,3740,ohcv,eight,234,mpfi,3.46,3.1,8.3,155.0,0.7196969696969697,34184,14.7009375,13.0675,Medium,0,0,1,0
69,3.0,142,mercedes-benz,gas,std,two,convertible,rwd,front,96.6,0.8664103796251803,0.9751037344398341,0.8494983277591973,3685,ohcv,eight,234,mpfi,3.46,3.1,8.3,155.0,0.7196969696969697,35056,14.7009375,13.0675,Medium,0,0,1,0
70,0.0,122,mercedes-benz,gas,std,four,sedan,rwd,front,120.9,1.0,0.991701244813278,0.948160535117057,3900,ohcv,eight,308,mpfi,3.8,3.35,8.0,184.0,0.6818181818181818,40960,16.80107142857143,14.7009375,Medium,0,0,1,0
